Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
3401424,12,Okanagan College Health Career Dual Credit 12J,PHCQ-2J,PHCQ 12J,External Credential,English,Okanagan College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401424,12,Okanagan College Health Career Dual Credit 12J,PHCQ-2J,PHCQ 12J,External Credential,English,Okanagan College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401424,12,Okanagan College Health Career Dual Credit 12J,PHCQ-2J,PHCQ 12J,External Credential,English,Okanagan College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,"Grade 12,Elective",34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401425,12,Kwantlen Polytech Health Career Dual Credit 12A,PHCJ-2A,PHCJ 12A,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401425,12,Kwantlen Polytech Health Career Dual Credit 12A,PHCJ-2A,PHCJ 12A,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401425,12,Kwantlen Polytech Health Career Dual Credit 12A,PHCJ-2A,PHCJ 12A,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401426,12,Kwantlen Polytech Health Career Dual Credit 12B,PHCJ-2B,PHCJ 12B,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401426,12,Kwantlen Polytech Health Career Dual Credit 12B,PHCJ-2B,PHCJ 12B,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401426,12,Kwantlen Polytech Health Career Dual Credit 12B,PHCJ-2B,PHCJ 12B,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401427,12,Kwantlen Polytech Health Career Dual Credit 12C,PHCJ-2C,PHCJ 12C,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401427,12,Kwantlen Polytech Health Career Dual Credit 12C,PHCJ-2C,PHCJ 12C,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401427,12,Kwantlen Polytech Health Career Dual Credit 12C,PHCJ-2C,PHCJ 12C,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401428,12,Kwantlen Polytech Health Career Dual Credit 12D,PHCJ-2D,PHCJ 12D,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401428,12,Kwantlen Polytech Health Career Dual Credit 12D,PHCJ-2D,PHCJ 12D,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401428,12,Kwantlen Polytech Health Career Dual Credit 12D,PHCJ-2D,PHCJ 12D,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401429,12,Kwantlen Polytech Health Career Dual Credit 12E,PHCJ-2E,PHCJ 12E,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401429,12,Kwantlen Polytech Health Career Dual Credit 12E,PHCJ-2E,PHCJ 12E,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401429,12,Kwantlen Polytech Health Career Dual Credit 12E,PHCJ-2E,PHCJ 12E,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401430,12,Kwantlen Polytech Health Career Dual Credit 12F,PHCJ-2F,PHCJ 12F,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401430,12,Kwantlen Polytech Health Career Dual Credit 12F,PHCJ-2F,PHCJ 12F,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401430,12,Kwantlen Polytech Health Career Dual Credit 12F,PHCJ-2F,PHCJ 12F,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401431,12,Kwantlen Polytech Health Career Dual Credit 12G,PHCJ-2G,PHCJ 12G,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401431,12,Kwantlen Polytech Health Career Dual Credit 12G,PHCJ-2G,PHCJ 12G,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401431,12,Kwantlen Polytech Health Career Dual Credit 12G,PHCJ-2G,PHCJ 12G,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401432,12,Kwantlen Polytech Health Career Dual Credit 12H,PHCJ-2H,PHCJ 12H,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401432,12,Kwantlen Polytech Health Career Dual Credit 12H,PHCJ-2H,PHCJ 12H,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401432,12,Kwantlen Polytech Health Career Dual Credit 12H,PHCJ-2H,PHCJ 12H,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401433,12,Kwantlen Polytech Health Career Dual Credit 12I,PHCJ-2I,PHCJ 12I,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401433,12,Kwantlen Polytech Health Career Dual Credit 12I,PHCJ-2I,PHCJ 12I,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401433,12,Kwantlen Polytech Health Career Dual Credit 12I,PHCJ-2I,PHCJ 12I,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401434,12,Kwantlen Polytech Health Career Dual Credit 12J,PHCJ-2J,PHCJ 12J,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401434,12,Kwantlen Polytech Health Career Dual Credit 12J,PHCJ-2J,PHCJ 12J,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401434,12,Kwantlen Polytech Health Career Dual Credit 12J,PHCJ-2J,PHCJ 12J,External Credential,English,Kwantlen Polytechnic University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401435,12,Northern Lights Health Career Dual Credit 12A,PHCO-2A,PHCO 12A,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401435,12,Northern Lights Health Career Dual Credit 12A,PHCO-2A,PHCO 12A,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401435,12,Northern Lights Health Career Dual Credit 12A,PHCO-2A,PHCO 12A,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401436,12,Northern Lights Health Career Dual Credit 12B,PHCO-2B,PHCO 12B,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401436,12,Northern Lights Health Career Dual Credit 12B,PHCO-2B,PHCO 12B,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401436,12,Northern Lights Health Career Dual Credit 12B,PHCO-2B,PHCO 12B,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401437,12,Northern Lights Health Career Dual Credit 12C,PHCO-2C,PHCO 12C,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401437,12,Northern Lights Health Career Dual Credit 12C,PHCO-2C,PHCO 12C,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401437,12,Northern Lights Health Career Dual Credit 12C,PHCO-2C,PHCO 12C,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401438,12,Northern Lights Health Career Dual Credit 12D,PHCO-2D,PHCO 12D,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401438,12,Northern Lights Health Career Dual Credit 12D,PHCO-2D,PHCO 12D,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401438,12,Northern Lights Health Career Dual Credit 12D,PHCO-2D,PHCO 12D,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401439,12,Northern Lights Health Career Dual Credit 12E,PHCO-2E,PHCO 12E,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401439,12,Northern Lights Health Career Dual Credit 12E,PHCO-2E,PHCO 12E,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401439,12,Northern Lights Health Career Dual Credit 12E,PHCO-2E,PHCO 12E,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401440,12,Northern Lights Health Career Dual Credit 12F,PHCO-2F,PHCO 12F,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401440,12,Northern Lights Health Career Dual Credit 12F,PHCO-2F,PHCO 12F,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401440,12,Northern Lights Health Career Dual Credit 12F,PHCO-2F,PHCO 12F,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401441,12,Northern Lights Health Career Dual Credit 12G,PHCO-2G,PHCO 12G,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401441,12,Northern Lights Health Career Dual Credit 12G,PHCO-2G,PHCO 12G,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401441,12,Northern Lights Health Career Dual Credit 12G,PHCO-2G,PHCO 12G,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401442,12,Northern Lights Health Career Dual Credit 12H,PHCO-2H,PHCO 12H,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401442,12,Northern Lights Health Career Dual Credit 12H,PHCO-2H,PHCO 12H,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401442,12,Northern Lights Health Career Dual Credit 12H,PHCO-2H,PHCO 12H,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401443,12,Northern Lights Health Career Dual Credit 12I,PHCO-2I,PHCO 12I,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401443,12,Northern Lights Health Career Dual Credit 12I,PHCO-2I,PHCO 12I,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401443,12,Northern Lights Health Career Dual Credit 12I,PHCO-2I,PHCO 12I,External Credential,English,Northern Lights College,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401445,12,UFV Health Career Dual Credit Course 12A,PHCW-2A,PHCW 12A,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401445,12,UFV Health Career Dual Credit Course 12A,PHCW-2A,PHCW 12A,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401445,12,UFV Health Career Dual Credit Course 12A,PHCW-2A,PHCW 12A,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401446,12,UFV Health Career Dual Credit Course 12B,PHCW-2B,PHCW 12B,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401446,12,UFV Health Career Dual Credit Course 12B,PHCW-2B,PHCW 12B,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401446,12,UFV Health Career Dual Credit Course 12B,PHCW-2B,PHCW 12B,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401447,12,UFV Health Career Dual Credit Course 12C,PHCW-2C,PHCW 12C,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401447,12,UFV Health Career Dual Credit Course 12C,PHCW-2C,PHCW 12C,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401447,12,UFV Health Career Dual Credit Course 12C,PHCW-2C,PHCW 12C,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401448,12,UFV Health Career Dual Credit Course 12D,PHCW-2D,PHCW 12D,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401448,12,UFV Health Career Dual Credit Course 12D,PHCW-2D,PHCW 12D,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401448,12,UFV Health Career Dual Credit Course 12D,PHCW-2D,PHCW 12D,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401449,12,UFV Health Career Dual Credit Course 12E,PHCW-2E,PHCW 12E,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401449,12,UFV Health Career Dual Credit Course 12E,PHCW-2E,PHCW 12E,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401449,12,UFV Health Career Dual Credit Course 12E,PHCW-2E,PHCW 12E,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401450,12,UFV Health Career Dual Credit Course 12F,PHCW-2F,PHCW 12F,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401450,12,UFV Health Career Dual Credit Course 12F,PHCW-2F,PHCW 12F,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401450,12,UFV Health Career Dual Credit Course 12F,PHCW-2F,PHCW 12F,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401451,12,UFV Health Career Dual Credit Course 12G,PHCW-2G,PHCW 12G,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401451,12,UFV Health Career Dual Credit Course 12G,PHCW-2G,PHCW 12G,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401452,12,UFV Health Career Dual Credit Course 12H,PHCW-2H,PHCW 12H,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401452,12,UFV Health Career Dual Credit Course 12H,PHCW-2H,PHCW 12H,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401452,12,UFV Health Career Dual Credit Course 12H,PHCW-2H,PHCW 12H,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401453,12,UFV Health Career Dual Credit Course 12I,PHCW-2I,PHCW 12I,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401453,12,UFV Health Career Dual Credit Course 12I,PHCW-2I,PHCW 12I,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401453,12,UFV Health Career Dual Credit Course 12I,PHCW-2I,PHCW 12I,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401454,12,UFV Health Career Dual Credit Course 12J,PHCW-2J,PHCW 12J,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401454,12,UFV Health Career Dual Credit Course 12J,PHCW-2J,PHCW 12J,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401454,12,UFV Health Career Dual Credit Course 12J,PHCW-2J,PHCW 12J,External Credential,English,University of the Fraser Valley,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401455,12,Thompson Rivers Health Career Dual Credit 12A,PHCV-2A,PHCV 12A,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401455,12,Thompson Rivers Health Career Dual Credit 12A,PHCV-2A,PHCV 12A,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401455,12,Thompson Rivers Health Career Dual Credit 12A,PHCV-2A,PHCV 12A,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
